id,food_name,food_group,food_sub_group,per_serving_household_measure,Energy (kcal),Protein (g),Total fat (g),Saturated fat (g),Dietary fibre (g),Carbohydrate (g),Cholesterol (mg),Sodium (mg),ALA,B-Carotene,Calcium,Carotenoid,EPA+DHA,Folic Acid,Glycemic carbohydrate,Glycemic index,Isoflavones,LA,Lactose,Marine Collagen Peptide,Monounsaturated fat,Nitrogen,Omega-6,Omega-9,Pantothenic Acid,Phycocyanin,Polyunsaturated fat,Potassium,Protein,Retinol,Riboflavin,Saturated fat,Selenium,Sodium,Starch,Sugar,Taurine,Thiamin,Thiamine,Total fat,Trans Fat,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin C,Vitamin D,Water,Whole-grains,Zinc
833,"Basil, fresh",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (2.6g),1.04,0.08,0.02,0,0.14,0.13,0,0.23,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,7.8,0.08,102.7,0.01,0,0,0.23,0,0.13,0,0,0,0.02,0,17.11,0,0,0,0,0.68,0,2.29,0,0.02
834,"Batter mix, dry",MISCELLANEOUS,Baking / leavening agents,Gram (1g),3.58,0.08,0.02,0,0.02,0.8,0,3.31,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,1.49,0.08,0,0,0,0,3.31,0.79,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.1,0,0
835,"Bay leaf, raw",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (1.8g),5.63,0.14,0.15,0.04,0.47,0.88,0,0.41,0,0,15.01,0,0,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0.04,9.52,0.14,0,0.01,0.04,0.05,0.41,0,0,0,0,0,0.15,0,11.12,0,0,0,0,0.84,0,0.1,0,0.07
836,Blue Elephant Royal Thai Cuisine Hot Green Curry Paste,MISCELLANEOUS,"Sauces, gravies (manufactured)",Whole (70g),95.2,2.73,4.83,0.7,5.67,10.15,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0.7,0,3.29,0,1.12,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0
837,Cafe 26 oriental salad dressing,MISCELLANEOUS,Salad dressings,Dessertspoon (10g),85,0.1,0.15,0,0,4.4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,62,0,4.15,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0
838,Caraway seed,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6.7g),22.31,1.32,0.98,0.04,2.55,3.34,0,1.14,0,14.47,46.16,0,0,0,0,0,0,0,0,0,0.48,0.21,0,0,0,0,0.22,90.52,1.32,0,0.03,0.04,0.81,1.14,0,0,0,0.03,0,0.98,0,2.41,0,0,0,0,1.41,0,0.66,0,0.37
839,"Carrageenan gum, powder ME",MISCELLANEOUS,Others,Gram (1g),0.2,0.05,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0
840,Cayenne pepper,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (5.3g),16.85,0.64,0.92,0.17,1.44,3,0,1.59,0,1323.2,7.86,0,0,0,0,0,0,0,0,0,0.15,0.1,0,0,0,0,0.44,106.74,0.64,0,0.05,0.17,0.47,1.59,0,0,0,0.02,0,0.92,0,220.53,0,0,0,0,4.05,0,0.43,0,0.13
841,"Chicken curry, vegetarian, canned",MISCELLANEOUS,Others,Can (291g),264.81,20.66,13.97,5.91,5.82,13.97,0,2589.9,0,1542.3,84.39,0,0,0,0,0,0,0,0,0,4.28,3.31,0,0,0,0,2.91,247.35,20.66,0,0.12,5.91,6.98,2589.9,8.44,5.82,0,0.06,0,13.97,0,256.08,0,0,0,0,0,0,239.78,0,1.16
842,"Chilli sauce, bottle, commercial",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (20g),22.6,0.56,0.08,0,0.14,4.9,0,228.8,0,68,1.4,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,17.2,0.56,0,0.01,0,0,228.8,0.2,4.7,0,0.01,0,0.08,0,11.4,0,0,0,0,0.56,0,13.6,0,0
843,"Chilli, powder",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (2g),4.06,0.3,0.19,0.03,0.87,0.28,0,2,0,374.8,2.92,0,0,0,0,0,0,0,0,0,0.04,0.05,0,0,0,0,0.08,27.16,0.3,62.46,0.02,0.03,0.16,2,0,0,0,0,0,0.19,0,124.92,0,0,0,0,0,0,0.19,0,0.03
844,Cinnamon,MISCELLANEOUS,"Herbs, spices, condiments",Piece (2g),282.03,5.45,8.69,4.52,1.42,45.5,7.9,443.98,0,3.12,10.68,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,2.68,0.07,0,0,0.01,0,0.1,0,1.11,0,0,0,0.05,0,0.52,0,0,0,0,0.57,0,0.26,0,0.04
845,Cj Korean Bibimbap Sauce,MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (15g),30.15,0.51,0.27,0.06,0.36,6.6,0,318.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.06,0,318.3,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0
846,"Clove, dried",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (2.1g),6.51,0.11,0.26,0.07,0.2,0.93,0,5.92,0,5.57,15.54,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0.09,20.18,0.11,0,0,0.07,0,5.92,0,0,0,0,0,0.26,0,0.92,0,0,0,0,0,0,0.49,0,0.02
847,Corn chowder,MISCELLANEOUS,Soups (manufactured),Cup (245g),149.45,2.99,2.99,0.49,1.96,24.01,0,619.85,0,0,19.6,0,0,0,0,0,0,0,0,0,1,0.48,0,0,0,0,1.49,220.5,2.99,0,0,0.49,0,619.85,17,7.01,0,0,0,2.99,0,90.65,0,0,0,0,1.23,0,208.01,0,0
848,Corn starch,MISCELLANEOUS,Others,Cup (135.2g),515.11,0.41,0.14,0.01,1.22,123.4,0,12.17,0,0,2.7,0,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0,0.04,4.06,0.41,0,0,0.01,3.79,12.17,123.4,0,0,0,0,0.14,0,0,0,0,0,0,0,0,11.22,0,0.08
849,Cream based dressing,MISCELLANEOUS,Salad dressings,Bowl-rice (11and 1/2 cm) (46g),155.48,0.87,14.71,1.98,0.28,4.88,0,455.4,0,0,17.94,0,0,0,0,0,0,0,0,0,7.06,0,0,0,0,0,5.67,0,0.87,0,0,1.98,0,455.4,0.14,4.74,0,0,0,14.71,0,0,0,0,0,0,0.18,0,23.18,0,0
850,Cream extract,MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Gram (1g),4.59,0.01,0.14,0.09,0,0.82,0.52,0.8,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.09,0,0.8,0.78,0.04,0,0,0,0.14,0,0,0,0,0,0,0,0,0.03,0,0
851,"Creamer, non dairy, liquid",MISCELLANEOUS,"Non dairy creamer, whiteners",Cup (240g),325.55,2.4,23.93,4.65,0,27.31,0,190.08,0,0,22.32,0,0,0,0,0,0,0,0,0,18.12,0.38,0,0,0,0,0.06,457.2,2.4,0,0,4.65,2.64,190.08,0,27.31,0,0,0,23.93,0,213.6,0,0,0,0,0,0,185.45,0,0.05
852,"Cumin seeds, ground",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6.3g),10.07,0.4,0.57,0.04,0.23,0.73,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,1.16,0,0,0.11,0,10.58,1.95,0.14,0,0,0,1.63,0,0,0,0,0,0,0,0,0.46,0,0
853,"Cumin seeds, white",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (2.1g),7.88,0.37,0.47,0.03,0.22,0.93,0,3.53,0,10.67,19.55,0,0,0,0,0,0,0,0,0,0.29,0.06,0,0,0,0,0.07,37.55,0.37,0,0.01,0.03,0.11,3.53,0.93,0,0,0.01,0,0.47,0,2.67,0,0,0,0,0.16,0,0.17,0,0.1
854,Curry leaf,MISCELLANEOUS,"Herbs, spices, condiments",Leaves (.05g),0.03,0,0,0,0,0,0,0,0,2.42,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.01,0,0.03,0,0
855,"Curry powder, fish",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (7g),12.39,0.04,1.14,0.51,0.06,0.46,0,33.88,0,15.82,2.58,0,0,0,0,0,0,0,0,0,0.4,0.01,0,0,0,0,0.23,0,0.04,0.04,0,0.51,0,33.88,0,0,0,0,0,1.14,0,2.7,0,0,0,0,0,0,0,0,0
856,"Curry sauce, McDonald's",MISCELLANEOUS,"Sauces, gravies (manufactured)",Packet (25.5g),36.72,0.48,1.1,0.67,0.28,6.17,0,221.34,0,15.33,5.02,0,0,0,0,0,0,0,0,0,0.33,0.08,0,0,0,0,0.1,22.95,0.48,3.09,0,0.67,0,221.34,1.73,4.44,0,0,0,1.1,0.01,5.64,0,0,0,0,0,0,15.71,0,0.05
857,"Dressing, coleslaw, reduced fat, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),29.09,0.12,1.96,0.24,0,2.6,4.4,194,0.01,4,6.6,0,0,0,0,0,0,0,0,0,0.44,0.02,0,0,0,0,1.16,3.8,0.12,0,0.1,0.24,0.2,194,0.92,1.68,0,0,0,1.96,0,0.6,0,0,0,0,0,0,15.36,0,0
858,"Dressing, french, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),52.78,0.02,4.76,0.56,0,2.34,0,366,0.13,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,2.88,0,0.02,0,0,0.56,0,366,0.06,2.28,0,0.01,0,4.76,0,0,0,0,0,0,0,0,12.3,0,0
859,"Dressing, french, reduced fat, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),4.07,0.02,0.02,0,0,0.58,0,262,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0.02,0,0.03,0,0,262,0.04,0.54,0,0,0,0.02,0,0,0,0,0,0,0,0,17.96,0,0
860,"Dressing, thousand island, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),77.51,0.2,7.04,0.74,0.28,3.32,5.4,174,0.02,14,2.4,0,0,0,0,0,0,0,0,0,1.78,0.03,0,0,0,0,4.14,26,0.2,1,0,0.74,0.2,174,0.38,2.94,0,0,0,7.04,0.14,3.4,0,0,0,0,0,0,8.86,0,0
861,"Dressing, thousand island, reduced fat, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),34.5,0.16,2.08,0.24,0.28,3.52,5.8,166,0.01,19.4,2.6,0,0,0,0,0,0,0,0,0,0.54,0.03,0,0,0,0,1.2,26,0.16,0,0,0.24,0.4,166,0.28,3.24,0,0,0,2.08,0,3.2,0,0,0,0,0,0,13.42,0,0.02
862,"Emulsifier, food",MISCELLANEOUS,Others,Gram (1g),8.51,0,0.91,0.23,0,0.09,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.23,0,0.01,0.09,0,0,0,0,0.91,0,0,0,0,0,0,0.01,0,0,0,0
863,"Ensure Life, powder",MISCELLANEOUS,Others,1 portion (53.5g),232.73,8.65,7.61,0.81,0,31.18,0,195.81,0,0,244.5,0,0,0,0,0,0,0,0,0,1.91,1.38,0,0,0,0,4.55,364.34,8.65,0,0.43,0.81,11.98,195.81,0,0,0,0.43,0,7.61,0,244.76,0,0,0,0,29.43,103.26,1.87,0,2.57
864,"Essence, peach",MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Teaspoon (9g),2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,"Fennel, seeds",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (2g),6.9,0.3,0.3,0.01,0.8,1.05,0,1.76,0,1.62,23.93,0,0,0,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0.03,33.88,0.3,0,0.01,0.01,0,1.76,0,0,0,0.01,0,0.3,0,0.27,0,0,0,0,0.42,0,0.18,0,0.07
866,"Fenugreek, seeds",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (3.7g),11.95,0.85,0.24,0.05,0.91,2.16,0,2.48,0,1.33,6.51,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,28.49,0.85,0,0.01,0.05,0.23,2.48,2.16,0,0,0.01,0,0.24,0,0.22,0,0,0,0,0.11,0,0.33,0,0.09
867,Garlic spread,MISCELLANEOUS,"Savory spreads/dips (salsa, promite)",Teaspoon (15g),82.5,0.32,7.62,3.51,0.93,3.17,1.9,58.95,0,0,1.5,0,0,0,0,0,0,0,0,0,2.81,0.05,0,0,0,0,0.9,18,0.32,2.85,0,3.51,0,58.95,0.99,0.56,0,0.01,0,7.62,0.12,2.85,0,0,0,0,0,0,3.66,0,0.02
868,"Ginger, ground",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (5.4g),18.74,0.49,0.32,0.1,0.68,3.82,0,1.75,0,4.76,6.26,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0,0,0.07,72.5,0.49,0,0.01,0.1,2.08,1.75,0.58,3.24,0,0,0,0.32,0,0.79,0,0,0,0,0.38,0,0.51,0,0.25
869,"Gravy, unspecified",MISCELLANEOUS,Others,Gram (1g),0.33,0.01,0.01,0,0,0.05,0,5.44,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.01,0,0,0,0,5.44,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.91,0,0
870,Herbalife Herbal Tea Concentrate,MISCELLANEOUS,Others,Teaspoon (3.4g),10,0.05,0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
871,"Kantan flower, fresh",MISCELLANEOUS,"Herbs, spices, condiments",Whole (70g),15.68,0.63,0.51,0,0.94,2.16,0,4.31,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,317.1,1.12,0,0.04,0,0,7.7,0,0,0,0.01,0,0.91,0,0,0,0,0,0,9.94,0,62.44,0,0
872,Konjac powder,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (7g),2.59,0.32,0.01,0,5.21,0.28,0,3.5,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,20.93,0.32,0,0.01,0,24.51,3.5,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.85,0,0.15
873,Lemon and pepper seasoning salt,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6g),15.78,0.04,0.03,0,0,3.8,0,1200,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,25.2,0.04,0,0,0,0.36,1200,3.54,0.26,0,0,0,0.03,0,0,0,0,0,0,0,0,0.18,0,0.02
874,Lemon flavouring,MISCELLANEOUS,Others,Gram (1g),4,0.02,0.03,0,0.01,0.9,0,1.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,1.1,0.2,0.7,0,0,0,0.03,0,0,0,0,0,0,0,0,0.05,0,0
875,"Liquorice, powder",MISCELLANEOUS,"Herbs, spices, condiments",Gram (1g),2.03,0.05,0.04,0.01,0.39,0.36,0,1.55,0,0,8.32,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.02,0.28,0.05,0,0,0.01,0,1.55,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.1,0,0.06
876,"Mayonnaise, reduced fat, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (20g),56.79,0.1,4.24,0.49,0,4.64,4.8,160,0.16,1.6,1.6,0,0,0,0,0,0,0,0,0,1.15,0.02,0,0,0,0,2.6,3,0.1,0,0.05,0.49,0,160,0.92,3.72,0,0,0,4.24,0,0.2,0,0,0,0,0,0,10.66,0,0
877,"Mayonnaise, regular",MISCELLANEOUS,Salad dressings,Tablespoon (15g),55.59,0.14,4.85,0.54,0,2.99,4.8,105,0.47,0,1.2,0,0,0,0,0,0,0,0,0,1.19,0.02,0,0,0,0,2.88,2.4,0.14,0,0.07,0.54,0.3,105,0.83,2.16,0,0,0,4.85,0.05,0,0,0,0,0,0,0,6.9,0,0
878,Mekhala lemongrass turmeric paste,MISCELLANEOUS,"Sauces, gravies (manufactured)",Whole (100g),173,2.1,10.8,2.2,2.9,19.6,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,2.2,0,1908,0,3,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0
879,"Mint, leaf, fresh",MISCELLANEOUS,"Herbs, spices, condiments",Cup (42g),9.75,0.83,0.19,0,0.24,1.14,0,2.68,0,1427.16,90.72,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,83.58,1.43,0,0.04,0,0,4.62,0,0,0,0.09,0,0.34,0,237.72,0,0,0,0,52.08,0,37.38,0,0
880,"Mung bean starch, dried",MISCELLANEOUS,Others,Gram (1g),3.56,0.02,0,0,0,0.85,0,0.07,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.02,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0
881,"Mushroom, powder",MISCELLANEOUS,"Herbs, spices, condiments",Gram (1g),3.48,0.21,0.01,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,22.65,0.21,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0
882,"Mustard, cream type, commercial",MISCELLANEOUS,Salad dressings,Tablespoon (22g),16.56,1.28,0.68,0.03,0.9,1.36,0,312.4,0.09,0,18.26,0,0,0,0,0,0,0,0,0,0.48,0.2,0,0,0,0,0.17,35.2,1.28,0,0.01,0.03,0,312.4,0.57,0.79,0,0.04,0,0.68,0,0,0,0,0,0,0,0,16.59,0,0.18
883,"Mustard, powder",MISCELLANEOUS,"Herbs, spices, condiments",Gram (1g),5.8,0.32,0.43,0,0.02,0.19,0,0.1,0,0.36,3,0,0,0,0,0,0,0.07,0,0,0,0.05,0,0,0,0,0,7,0.32,0,0,0,0,0.1,0,0,0,0.01,0,0.43,0,0.06,0,0,0,0,0.22,0,0.03,0,0
884,Nasi goreng mix,MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Packet (30g),74.4,4.5,2.37,0.99,1.5,8.76,18.18,2519.4,0,138,62.4,0,0,0,0,0,0,0,0,0,0.89,0.72,0,0,0,0,0.37,120.9,4.5,22.5,0.05,0.99,0.03,2519.4,0.72,2.76,0,0.02,0,2.37,0,45.6,0,0,0,0,0,0,6.45,0,0.3
885,Oil based dressing,MISCELLANEOUS,Salad dressings,Bowl-rice (11and 1/2 cm) (47g),145.23,0.56,13.11,1.84,0.24,6.3,0,265.55,0,0,14.66,0,0,0,0,0,0,0,0,0,9.23,0,0,0,0,0,2.04,0,0.56,0,0,1.84,0,265.55,0.05,6.25,0,0,0,13.11,0,0,0,0,0,0,0.24,0,25.1,0,0
886,"Orange, peel, dried",MISCELLANEOUS,"Herbs, spices, condiments",Packet (15g),41.69,1.2,0.21,0.06,3.11,8.74,0,3.15,0,315,12.3,0,0,0,0,0,0,0,0,0,0.05,0.19,0,0,0,0,0.02,27.9,1.2,52.5,0.07,0.06,0,3.15,0,0,0,0,0,0.21,0,105,0,0,0,0,0,0,1.25,0,0.66
887,"Oregano, dried",MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (4.5g),13.77,0.5,0.46,0.12,1.93,2.23,0,0.68,0,186.3,71.1,0,0,0,0,0,0,0,0,0,0.03,0.08,0,0,0,0,0.24,75.15,0.5,0,0.01,0.12,0,0.68,0,2.23,0,0.02,0,0.46,0,31.05,0,0,0,0,0,0,0.32,0,0.2
888,Pacific low sodium organic free range chicken broth,MISCELLANEOUS,"Stock cubes / flavourings, essence, yeast extracts,etc",Tablespoon (15g),0.63,0.12,0,0,0,0.06,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,"Pak kei, dried",MISCELLANEOUS,"Herbs, spices, condiments",Slice (3g),7.35,0.4,0.04,0,0.81,1.45,0,1.02,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,32.7,0.4,0,0.01,0,0,1.02,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0
890,Papa alfredo bolognese italian pasta sauce vegetarian,MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (15g),10.5,0.56,0.44,0.02,0.45,1.49,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.2,0,0.56,0,0,0.02,0,25.2,0,0.99,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0
891,"Paste, tomato, with salt added",MISCELLANEOUS,"Sauces, gravies (manufactured)",Cup (262g),214.84,9.62,1.44,0.2,10.74,50.57,0,2069.8,0,0,91.7,0,0,0,0,0,0,0,0,0,0.22,1.54,0,0,0,0,0.59,2454.94,9.62,639.28,0.5,0.2,3.67,2069.8,8.8,41.76,0,0.42,0,1.44,0,639.28,0,0,0,0,111.09,0,193.36,0,2.1
892,"Paste, tomato, without salt added",MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (16.4g),13.45,0.6,0.09,0.01,0.67,3.17,0,14.43,0,0,5.74,0,0,0,0,0,0,0,0,0,0.01,0.1,0,0,0,0,0.04,153.67,0.6,40.02,0.03,0.01,0.23,14.43,0.55,2.61,0,0.03,0,0.09,0,40.02,0,0,0,0,6.95,0,12.1,0,0.13
893,"Pickle relish, hamburger",MISCELLANEOUS,"Savory spreads/dips (salsa, promite)",Tablespoon (40g),51.6,0.24,0.2,0.02,1.28,13.8,0,438.4,0,65.6,1.6,0,0,0,0,0,0,0,0,0,0.11,0.04,0,0,0,0,0.05,30.4,0.24,0,0.02,0.02,0,438.4,0,0,0,0.01,0,0.2,0,10.8,0,0,0,0,0.92,0,24.44,0,0.04
894,Potato starch,MISCELLANEOUS,Others,Cup (160g),531.2,0.16,0.16,0,0,131.36,0,3.2,0,0,16,0,0,0,0,0,0,0.1,0,0,0,0.03,0,0,0,0,0,0,0.16,0,0,0,0,3.2,131.36,0,0,0,0,0.16,0,0,0,0,0,0,0,0,28,0,0
895,"Salt, table",MISCELLANEOUS,"Herbs, spices, condiments",Teaspoon (5g),0,0,0,0,0,0,0,1958.65,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,1958.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
896,Sambal paste,MISCELLANEOUS,Others,Dessertspoon (24g),36.54,1.37,2.82,1.05,1.19,1.42,13.11,306.2,0,454.97,52.32,0,0,0,0,0,0,0,0,0,1.11,0.22,0,0,0,0,0.29,74.09,1.37,0,0.03,1.05,4.43,306.2,0.06,1.37,0,0.01,0,2.82,0,75.84,0,0,0,0,0,0,15.05,0,0.13
897,"Sambal, for seafood",MISCELLANEOUS,Others,Gram (1g),2.85,0.03,0.25,0.12,0.04,0,0.14,0,0,12.7,0.45,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0.04,0,0.03,0,0,0.12,0,0,0,0,0,0,0,0.25,0,2.12,0,0,0,0,0,0,0,0,0
898,"Sauce, kung bo",MISCELLANEOUS,"Sauces, gravies (manufactured)",Bottle (263.33g),355.84,4.95,6.5,1.29,2.05,69.39,2.32,3390.82,0,0,44.32,0,0,0,0,0,0,0,0,0,1.03,0.79,0,0,0,0,4.16,475.68,4.95,11.38,0,1.29,0,3390.82,2.5,66.89,0,0,0,6.5,0,11.38,0,0,0,0,0,0,158.37,0,0.92
899,"Sauce, pasta style basil pesto, commercial",MISCELLANEOUS,"Sauces, gravies (manufactured)",Cup (131g),5,6.94,48.6,6.98,1.97,9.69,0,1638.81,0,0,192.57,0,0,0,0,0,0,0,0,0,25.82,1.11,0,0,0,0,13.98,303.92,6.94,0,0.17,6.98,0,1638.81,6.94,2.75,0,0.1,0,48.6,0,0,0,0,0,0,0,0,60.39,0,0
900,"Sauce, soya, dark, savoury",MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (17g),14.62,1.33,0.07,0,0,2.19,0,688.5,0,0,13.43,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,102.34,1.33,0,0,0,0.64,688.5,0.81,1.38,0,0,0,0.07,0,0,0,0,0,0,0,0,9.89,0,0.26
901,"Sauce, soya, sweet",MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (20g),35.8,1.34,0.08,0,0,7.42,0,561.4,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,30.4,1.34,0,0.23,0,0.46,561.4,2.92,4.5,0,0,0,0.08,0,0,0,0,0,0,0,0,9.6,0,0.03
902,"Sauce, tartar",MISCELLANEOUS,"Sauces, gravies (manufactured)",1 portion (30g),159.3,0.42,17.58,3.3,0.09,1.26,15.3,212.1,0,0,5.4,0,0,0,0,0,0,0,0,0,5.58,0.07,0,0,0,0,8.7,23.4,0.42,19.8,0.01,3.3,1.35,212.1,0.42,0.84,0,0,0,17.58,0,19.8,0,0,0,0,0.3,0,10.32,0,0.03
903,"Sauce, worcestershire, commercial",MISCELLANEOUS,"Sauces, gravies (manufactured)",Tablespoon (22g),16.94,0.29,0.04,0,0.15,3.87,0.44,233.2,0.08,1.76,35.2,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,195.8,0.29,0.22,0.02,0,0.07,233.2,0.15,3.72,0,0,0,0.04,0,0.44,0,0,0,0,0,0,16.06,0,0.09
904,Sodium benzoate,MISCELLANEOUS,Others,Gram (1g),0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,"Soup, chicken noodle, instant prepared",MISCELLANEOUS,Soups (manufactured),1 portion (200g),40.15,2.2,1,0,1.6,5.6,0,700,0.14,0,10,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,18,2.2,0,0,0,0,700,5.2,0.4,0,0,0,1,0,0,0,0,0,0,0,0,189.6,0,0
906,"Soup, cream of asparagus, canned, prepared W/ water",MISCELLANEOUS,Soups (manufactured),Can (593g),209.76,5.57,9.96,2.55,1.78,26.09,11.86,2383.86,0,0,71.16,0,0,0,0,0,0,0,0,0,2.31,0.89,0,0,0,0,4.51,0,5.57,0,0,2.55,0,2383.86,19.15,6.94,0,0,0,9.96,0,1079.26,0,0,0,0,0,0,0,0,0
